Gouvernorat,Price,rooms,Localisation,Description
Tunis,150000.0,2.0,Cite El Khadra,"l'agence immo contact met en vente a cité el khadhra pour 150000 dt un hall plus 2 rénové  (70m) avec gaz de ville ,  petit jardin en jouissance  (wb2371) frais de visite 20dt , commission agence 2 pourcent"
Ariana,150000.0,4.0,Cite Ennouzha,"l'agence immo contact met en vente a la cité ennozha pour 150000 dt un s plus 3 rénové (100m) avec gaz de ville , salle d'eau douche , balcon , accès grenier , 4 eme etage sans ascenseur (wb3534) frais de visite 20dt , commission agence 2 pourcent"
Ariana,500000.0,4.0,Cite Ennasr 1,appartement s+3  à vendrehelma immobilière vous propose a la vente un appartement s+3 de 145 m2 et 70 m2  au  rez-de-chaussée avec une entrée indépendante dans une résidence en r+2 gardée et sécurisée proches de toutes commodités.il se compose d':-  un salon  salle à manger-  une cuisine agencée- une salle deau invités- trois chambres à coucher- débarras- jardin- chauffage central- abri de voiture- gardiennage et syndicprix de vente :  500 mdcertificat de propriété en règle
Ariana,240000.0,3.0,Cite El Ghazala 1,a v  appt  (  s+2  ) haut standing - 2ème étg   avec assenceur  jusqu'au  sous sol  parking - cuisine équipée - ch.central - 2 climatiseurs - résidence  trés  propre (  gardée  24/24  ) avec syndic - a ghazala entre  pole tech  et  rompoint ariana essoghra - - pour viste sur  rdv  prés station  agil  cité olympique / 53999911
Tunis,235000.0,4.0,El Manar 2,"l'agence immo contact met en vente pour 235 000 dt a el manar 2 un s plus 3 rénové (150m) avec chauffage central , climatisation , place parking , cité gardée , 4 eme étage sans ascenseur (wb486) frais de visite 20dt , commission agence 2 pourcent"
Tunis,160000.0,3.0,Sidi El Bechir,"l'agence immo contact met en vente a l'avenue de carthage pour 160000 dt un s plus 2 rénové (98m) avec gaz de ville , salle d'eau douche , ascenseur ,  titre bleu (wb2482) frais de visite 20dt, commission agence 2 pourcent"
Tunis,245000.0,4.0,El Manar 1,"l'agence immo contact met en vente a el manar 1 ( pas tres loin de rapid poste )  pour 245000 dt un s plus 3 (90m) avec chauffage central , salle de bain , salle d'eau , vue panoramique , parking extérieur , titre bleu (wb3822) frais de visite 20dt , commission agence 2 pourcent"
Manouba,165000.0,4.0,La Mannouba,à cité ben mahmoud on vend un appartement aupremier étage de 115 mètres carré couvert.salon plus 3 chambres plus cuisine plus salle de bain.les papiers en règle.prix: 165 milles dinars.contacter noureddine au: 92 810 666 ou 52 629 462.
Manouba,160000.0,4.0,La Mannouba,à cité ben mahmoud on vend un appartement au réez dechaussé: salon plus 3 chambres plus cuisine équipé plussalle de bain.les papiers: titre foncier individuel.prix: 160 milles dinars.contacter noureddine au: 92 810 666 ou 52 629 462.
Ariana,170000.0,2.0,Jardins d'el Menzah,jardin del menzah 1 : appartement s+1 a vendreopportunité pour les investisseurson  met à la vente un appartement  s+1  de 45 m2 au 2 eme étage avec ascenseur dans une résidence gardée et sécurisée proches de toutes commodités.il se compose d:- un salon- une kitchinette ouverte équipé et aménagée- une salle deau avec douche- une chambre a coucher- un chauffage centrale- gardiennage et syndiccertificat de propriété en règle
Tunis,240000.0,3.0,Tunis Belvedere,"l'agence immo contact met en vente a jeanne d'arc pour 240000 dt un s plus 2 (100m) avec chauffage central , climatisation ,  2 eme etage sans ascenseur , titre bleu (wb3849) frais de visite 20dt , commission agence 2 pourcent"
Ariana,165000.0,2.0,Cite Ennasr 2,"l'agence immo contact met en vente a ennasr 2 pour 165000 dt un s plus 1 (40m) avec chauffage central , salle d'eau douche , titre bleu (wb4051) frais de visite 20dt , commission agence 2 pourcent"
Tunis,130000.0,1.0,Cite Oplympique,"l'agence immo contact met en vente a la cité olympique pour 130000 dt un studio (40m) avec salle d'eau douche , contrat de vente (wb4022) frais de visite 20dt , commission agence 2 pourcent"
Tunis,115000.0,1.0,El Menzah 1,"l'agence immo contact met en vente pour 115000 dt  a el manzah 1 ( pas loin de station total ) un studio s0 (28m) avec gaz bouteille, salle d'eau douche , entrée commune (wb2299) frais de visite 20dt , commission agence 2 pourcent"
Tunis,220000.0,4.0,El Manar 1,agence med ali zaeir el manar 2 met a votre disposition un appartement s+3 au 7éme étage (avec ascenseur) a vendre situé a manar 1 prés de clinique.il est composé comme suit:*un salon spacieux avec balcon*3 chambres a couchers*une cuisine avec séchoir*une salle de baincet appartement est se trouve dans une résidence calme et bien sécurisée jour et nuit.*bon emplacement ( prés de toutes les commodités )*installation gaz de ville*chauffage central*placards*parking collective*gardiennage et syndic*titre bleu*superficie: 120m²*prix de vente: 220.000dt*frais de visite: 30dtpour plus de renseignement merci de nous contacter sur le numéro suivant: 53 351 390/ 58 680 819
Ariana,240000.0,3.0,Cite El Ghazala 1,a v  appt  (  s+2  ) haut standing - 2ème étg   avec assenceur  jusqu'au  sous sol  parking - cuisine équipée - ch.central - 2 climatiseurs - résidence  trés  propre (  gardée  24/24  ) avec syndic - a ghazala entre  pole tech  et  rompoint ariana essoghra - - pour viste sur  rdv  prés station  agil  cité olympique / 53999911
Tunis,200000.0,4.0,Habib Thameur,appartement appartement 4 chambres 120 metre carre bâtisse coloniale baignoire d'époqueretaper au passage a quelques mètre de la station de bus emplacement stratégique au 1 etagechambres avec plafond haut petite terrasse spacieux et authentique sans ascenseurs immeuble indépendant près de tout les transports en communs emplacement central au centre ville le passage
Ariana,400000.0,3.0,Cite Ennasr 2,green immobilière vous propose à la vente un bel appartement dans une résidence sécurisée et proche de toutes commodités a el nasr 2.il est composé :-un salon salle à manger avec terrasse-une salle d'eau-une cuisine équipée avec séchoir-deux chambres à coucher avec une salle de bain commune-une suite parentale-une place de parking au sous-solprix demandé : 400.000 mdtcontact : 00216 98 100 513
Tunis,370000.0,3.0,El Aouina,a  l ' aouina  par  l ' avenue  du parc  et  a 5mn de route  marsa - a vendre appt  spacieux  (  s2  )  105m2   au 2ème étage  le dernier étage ( résidence  r2  ) - tf  -  cuisine équipée - des dresings - ht standing - 4 climatiseurs - ch.central - abri de voiture - résidence gardée  aussi  avec des caméras - zone trés calme  et accécible - - pour visite  tél : 53999911
Tunis,620000.0,4.0,El Aouina,a vendre s4 aouina la nouvelle sokra . 4 chambres avec dressing 6 climatiseurs.  des caméras.  cuisine équipée plaque.  haute four micro-ondes.  dressing cloire.  place parking
Ariana,155000.0,1.0,Chotrana 1,fb.7389contacter notre agent en immobilier au 56306032 /56096179 /70727279.a vendre un appartement s+1 au rdc à chotrana 1 ( sidi salah ) dans une résidence r+2 gardé et sécurisé il se compose :une chambre à coucherdressingsalon avec balconsalle de douchekitchinette équipéchauffage centralclimatisation
Manouba,72000.0,3.0,Douar Hicher,a vendre appartement au 4ém étage emplacement idéale prés de toutes commodités (monoprix. aziza.bank. pharmacie) composé salon avec balcon 2 chambre avec placard salle de bain cuisine avec séchoir
Tunis,100000.0,3.0,Berge Du Lac,très haut standing salon et 3 suites avec place parking et vue sur lac au lac 2
Ariana,250000.0,2.0,Cite El Boustene 2,"fb.6814contacter notre conseiller en immobilier au 51004658 / 56096179 / 70727279a vendre un appartement s+2 au rez-de-chaussée dans une résidence r+2 à soukra pas loin du hamadi abid, il se compose dun spacieux salon, une cuisine bien équipée avec plaque hotte et four ouvert sur un séchoir, deux chambres à coucher avec dressing plus une salle de bain.lappartement est équipé par chauffage central et deux climatiseurs.place du parking est disponible.-titre foncier.agence immobilière ari."
Tunis,380000.0,4.0,Salambo,#réf 76và vendre appartement s3 retapé à neufcarthage salambo2 ème étage avec ascenseursuperficie 144 m2titre individuelpartie joursalon et salle à manger avec terrasse sans vis-à-vis cuisine équipée avec séchoirsalle d'eaupartie nuit3 chambres à coucher dont deux avec dressings.salle de bainchauffage centraleprix 380.000 md négociableappelez le 54542023
Tunis,350000.0,3.0,La Goulette,"l'agence immobilière  relasser  vous propose à vendre  un  bel appartement  sur la grande avenue de la goulette   situé au 2 éme  étage composé d'un salon spacieux ,2 pièces, une cuisine équipée, une  salle de bain, un grand balcon et un grand séchoir  .equipements:- chauffage centrale- interphone- marbre dans toutes les pièces- ascenseur-place de parkingla superficie est de 90 m² . titre foncierprix :350 mille dinars .pour plus d'informations veuillez nous contacter au+ 216 20 015 980+216 71 351 875"
Tunis,406000.0,2.0,Ain Zaghouan,"la croisette immobilière tunisie vous propose à la vente un appartement s+2 d'une résidence gardée située à ain zaghouan.ce dernier fait 117 mètres carrés et se compose d'un salon-salle à manger donnant sur un balcon, d'une cuisine aménagée et équipée attenante à un séchoir, d'une salle d'eau invités, de deux chambres à coucher et dune salle d'eau avec douche.l'appartement est équipé du chauffage central et de climatiseurs et dispose d'une place de parking sous-sol.réf:mav1795"
Ariana,485000.0,3.0,La Soukra,"la croisette immobilière tunisie vous propose à la vente un appartement s+2 occupant le rez-de-chaussée d'une résidence gardée à chotrana 1 la soukra.ce dernier se compose d'un salon donnant sur le jardin, d'une cuisine aménagée et équipée attenante à un séchoir, d'une suite, d'une chambre à coucher avec dressing et d'une salle de bain.l'appartement est équipé du chauffage central et de climatiseurs et dispose d'une place de parking au sous-sol.référence mav1797contact 71 980 727   50 542 301"
Manouba,160000.0,2.0,La Mannouba,"a vendre appartement s+2 au 3éme étage, dans une résidence bien sécurisée gardée 24/7, avec calme emplacement, proche du métromanoubaprix: 160 mdréf-38693tél. 55 633 000darbaba(.)tn"
Tunis,378000.0,3.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un projet immobilier présenter par une résidence dhabitation en r7 en cours dexécution située à ain zaghouan.s2 disponibles 117m² à 378000dt du rdc au 7ème étage.les s2 se composent dun salon avec une terrasse, une cuisine avec séchoir, une salle deau invités, deux chambres à coucher et une salle de bain commune.superficies des s3 disponibles sont 158.61m² à 508000dt et 160m² à 515000dt du rdc au 6ème étage.les s3 se composent dun salon avec une terrasse, une cuisine avec séchoir, une salle deau invités, une suite avec sa salle de douche, deux chambres à coucher et une salle de bain commune.place de parking au sous-sol sera disponible à 20.000dt.le prix du m² est à 3200dt.ttc.remise des clés fin 2025.pour plus d'informations veuillez nous contacter au 28.177.388 ou bien 23.219.610"
Tunis,460000.0,2.0,Ain Zaghouan,"la croisette immobilière tunisie vous propose à la vente un appartement s+2 avec jardin occupant le rez-de-chaussée d'une résidence gardée située à ain zaghouan.ce dernier fait 117 mètres carrés et se compose d'un grand salon-salle à manger donnant sur un jardin de 45 mètres, d'une cuisine aménagée et équipée attenante à un séchoir, d'une salle d'eau invités, de deux chambres à coucher et dune salle d'eau avec cabine de douche à l'italienne.l'appartement est équipé du chauffage central et de climatiseurs et dispose d'une place de parking au sous-sol.réf:mav1747"
Tunis,435750.0,3.0,El Menzah 9,"exclusivement chez la rosa immobilière direct promoteur, un spacieux et lumineux appartement s+2 haut standing en vente à menzah9c.  ce magnifique bien  est situé au réez de chaussée d'une résidence bien sécurisée et gardée.cet appartement est composé de :- un spacieux salon.- une suite parentale.- 1 chambre à coucher.- une salle de bain.- chauffage central.- climatiseurs split.- superficie 124,5 m2- enregistrement 1%.- prix 3500/m2.contactez-nous dès maintenant pour saisir cette rare opportunité et devenir le premier propriétaire de cette perle immobilièretel : +216 23367974 / watts 50 226 311"
